P1_to_P2_relative_position,P1_to_obs_point_0_relative_position,P1_to_obs_point_1_relative_position,P1_to_obs_point_2_relative_position,P1_to_obs_point_3_relative_position,P1_to_obs_point_4_relative_position,P1_to_obs_point_5_relative_position,P1_to_obs_point_6_relative_position,P1_to_obs_point_7_relative_position,P1_to_obs_point_8_relative_position,P1_to_obs_point_9_relative_position,P1_to_obs_point_10_relative_position,P1_to_obs_point_11_relative_position,P1_to_obs_point_12_relative_position,P1_to_obs_point_13_relative_position,P1_to_obs_point_14_relative_position,P1_to_obs_point_15_relative_position,P1_to_obs_point_16_relative_position,P1_to_obs_point_17_relative_position,P1_to_obs_point_18_relative_position,P1_to_obs_point_19_relative_position,P1_to_obs_point_20_relative_position,P1_to_obs_point_21_relative_position,P1_to_obs_point_22_relative_position,P1_to_obs_point_23_relative_position,P1_to_obs_point_24_relative_position,P1_to_obs_point_25_relative_position,P1_to_obs_point_26_relative_position,P1_to_obs_point_27_relative_position,P1_to_obs_point_28_relative_position,P1_to_obs_point_29_relative_position,P1_to_obs_point_30_relative_position,P1_to_obs_point_31_relative_position,P1_to_obs_point_32_relative_position,P1_to_obs_point_33_relative_position,P1_to_obs_point_34_relative_position,P1_to_obs_point_35_relative_position,P1_to_obs_point_36_relative_position,P1_to_obs_point_37_relative_position,P1_to_obs_point_38_relative_position,P1_to_obs_point_39_relative_position,P1_to_obs_point_40_relative_position,P1_to_obs_point_41_relative_position,P1_to_obs_point_42_relative_position,P1_to_obs_point_43_relative_position,P1_to_obs_point_44_relative_position,P1_to_obs_point_45_relative_position,P1_to_obs_point_46_relative_position,P1_to_obs_point_47_relative_position,P1_to_obs_point_48_relative_position,P1_to_obs_point_49_relative_position,P2_to_obs_point_0_relative_position,P2_to_obs_point_1_relative_position,P2_to_obs_point_2_relative_position,P2_to_obs_point_3_relative_position,P2_to_obs_point_4_relative_position,P2_to_obs_point_5_relative_position,P2_to_obs_point_6_relative_position,P2_to_obs_point_7_relative_position,P2_to_obs_point_8_relative_position,P2_to_obs_point_9_relative_position,P2_to_obs_point_10_relative_position,P2_to_obs_point_11_relative_position,P2_to_obs_point_12_relative_position,P2_to_obs_point_13_relative_position,P2_to_obs_point_14_relative_position,P2_to_obs_point_15_relative_position,P2_to_obs_point_16_relative_position,P2_to_obs_point_17_relative_position,P2_to_obs_point_18_relative_position,P2_to_obs_point_19_relative_position,P2_to_obs_point_20_relative_position,P2_to_obs_point_21_relative_position,P2_to_obs_point_22_relative_position,P2_to_obs_point_23_relative_position,P2_to_obs_point_24_relative_position,P2_to_obs_point_25_relative_position,P2_to_obs_point_26_relative_position,P2_to_obs_point_27_relative_position,P2_to_obs_point_28_relative_position,P2_to_obs_point_29_relative_position,P2_to_obs_point_30_relative_position,P2_to_obs_point_31_relative_position,P2_to_obs_point_32_relative_position,P2_to_obs_point_33_relative_position,P2_to_obs_point_34_relative_position,P2_to_obs_point_35_relative_position,P2_to_obs_point_36_relative_position,P2_to_obs_point_37_relative_position,P2_to_obs_point_38_relative_position,P2_to_obs_point_39_relative_position,P2_to_obs_point_40_relative_position,P2_to_obs_point_41_relative_position,P2_to_obs_point_42_relative_position,P2_to_obs_point_43_relative_position,P2_to_obs_point_44_relative_position,P2_to_obs_point_45_relative_position,P2_to_obs_point_46_relative_position,P2_to_obs_point_47_relative_position,P2_to_obs_point_48_relative_position,P2_to_obs_point_49_relative_position,P1_to_goal_relative_position,P2_to_goal_relative_position,P1_action,P2_action,reward,timestamp_milliseconds
"(50, 0)","(-22, 13)","(-22, 14)","(-22, 15)","(-22, 16)","(-22, 17)","(-22, 18)","(-22, 19)","(-22, 20)","(-22, 21)","(-22, 22)","(29, 12)","(29, 13)","(-22, 23)","(29, 14)","(-22, 24)","(29, 15)","(29, 16)","(-22, 25)","(29, 17)","(-22, 26)","(29, 18)","(29, 19)","(-22, 27)","(29, 20)","(-22, 28)","(29, 21)","(-22, 29)","(29, 22)","(29, 23)","(-22, 30)","(29, 24)","(-22, 31)","(29, 25)","(-22, 32)","(29, 26)","(29, 27)","(-22, 33)","(0, -40)","(1, -40)","(-1, -40)","(2, -40)","(-2, -40)","(3, -40)","(-3, -40)","(4, -40)","(-4, -40)","(5, -40)","(-5, -40)","(29, 28)","(6, -40)","(-21, 12)","(-21, 13)","(-21, 14)","(-21, 15)","(-21, 16)","(-21, 17)","(-21, 18)","(-21, 19)","(-21, 20)","(-21, 21)","(-21, 22)","(31, 0)","(31, 1)","(31, -1)","(31, 2)","(31, -2)","(31, 3)","(31, -3)","(-21, 23)","(31, 4)","(31, -4)","(31, 5)","(31, -5)","(31, 6)","(31, -6)","(31, 7)","(31, -7)","(-21, 24)","(31, 8)","(31, -8)","(31, 9)","(31, -9)","(31, 10)","(31, -10)","(-21, 25)","(31, 11)","(31, -11)","(31, 12)","(31, -12)","(-21, 26)","(31, 13)","(31, -13)","(31, 14)","(31, -14)","(-21, 27)","(31, 15)","(31, -15)","(31, 16)","(31, -16)","(-21, 28)","(-84, 38)","(-134, 38)",1,1,200,10214
"(50, 0)","(-21, 13)","(-21, 14)","(-21, 15)","(-21, 16)","(-21, 17)","(-21, 18)","(-21, 19)","(-21, 20)","(-21, 21)","(-21, 22)","(-21, 23)","(-21, 24)","(30, 12)","(-21, 25)","(30, 13)","(30, 14)","(-21, 26)","(30, 15)","(30, 16)","(-21, 27)","(30, 17)","(30, 18)","(-21, 28)","(30, 19)","(-21, 29)","(30, 20)","(-21, 30)","(30, 21)","(30, 22)","(-21, 31)","(30, 23)","(-21, 32)","(30, 24)","(30, 25)","(-21, 33)","(30, 26)","(-21, 34)","(0, -40)","(1, -40)","(-1, -40)","(2, -40)","(-2, -40)","(3, -40)","(-3, -40)","(4, -40)","(-4, -40)","(5, -40)","(-5, -40)","(30, 27)","(6, -40)","(-20, 12)","(-20, 13)","(-20, 14)","(-20, 15)","(-20, 16)","(-20, 17)","(-20, 18)","(-20, 19)","(-20, 20)","(-20, 21)","(-20, 22)","(-20, 23)","(-20, 24)","(32, 0)","(32, 1)","(32, -1)","(-20, 25)","(32, 2)","(32, -2)","(32, 3)","(32, -3)","(32, 4)","(32, -4)","(32, 5)","(32, -5)","(32, 6)","(32, -6)","(32, 7)","(32, -7)","(-20, 26)","(32, 8)","(32, -8)","(32, 9)","(32, -9)","(32, 10)","(32, -10)","(-20, 27)","(32, 11)","(32, -11)","(32, 12)","(32, -12)","(-20, 28)","(32, 13)","(32, -13)","(32, 14)","(32, -14)","(-20, 29)","(32, 15)","(32, -15)","(32, 16)","(-83, 38)","(-133, 38)",1,1,200,10250
"(50, 0)","(-20, 13)","(-20, 14)","(-20, 15)","(-20, 16)","(-20, 17)","(-20, 18)","(-20, 19)","(-20, 20)","(-20, 21)","(-20, 22)","(-20, 23)","(-20, 24)","(-20, 25)","(-20, 26)","(31, 12)","(-20, 27)","(31, 13)","(31, 14)","(-20, 28)","(31, 15)","(31, 16)","(-20, 29)","(31, 17)","(31, 18)","(-20, 30)","(31, 19)","(-20, 31)","(31, 20)","(31, 21)","(-20, 32)","(31, 22)","(-20, 33)","(31, 23)","(31, 24)","(-20, 34)","(31, 25)","(0, -40)","(1, -40)","(-1, -40)","(2, -40)","(-2, -40)","(3, -40)","(-3, -40)","(4, -40)","(-4, -40)","(5, -40)","(-5, -40)","(-20, 35)","(6, -40)","(-6, -40)","(-19, 12)","(-19, 13)","(-19, 14)","(-19, 15)","(-19, 16)","(-19, 17)","(-19, 18)","(-19, 19)","(-19, 20)","(-19, 21)","(-19, 22)","(-19, 23)","(-19, 24)","(-19, 25)","(-19, 26)","(33, 0)","(33, 1)","(33, -1)","(-19, 27)","(33, 2)","(33, -2)","(33, 3)","(33, -3)","(33, 4)","(33, -4)","(33, 5)","(33, -5)","(33, 6)","(33, -6)","(33, 7)","(33, -7)","(-19, 28)","(33, 8)","(33, -8)","(33, 9)","(33, -9)","(33, 10)","(33, -10)","(-19, 29)","(33, 11)","(33, -11)","(33, 12)","(33, -12)","(33, 13)","(33, -13)","(-19, 30)","(33, 14)","(33, -14)","(33, 15)","(33, -15)","(-82, 38)","(-132, 38)",1,1,200,10286
"(50, 0)","(-19, 13)","(-19, 14)","(-19, 15)","(-19, 16)","(-19, 17)","(-19, 18)","(-19, 19)","(-19, 20)","(-19, 21)","(-19, 22)","(-19, 23)","(-19, 24)","(-19, 25)","(-19, 26)","(-19, 27)","(-19, 28)","(32, 12)","(32, 13)","(-19, 29)","(32, 14)","(32, 15)","(-19, 30)","(32, 16)","(32, 17)","(-19, 31)","(32, 18)","(-19, 32)","(32, 19)","(32, 20)","(-19, 33)","(32, 21)","(32, 22)","(-19, 34)","(32, 23)","(-19, 35)","(0, -40)","(32, 24)","(1, -40)","(-1, -40)","(2, -40)","(-2, -40)","(3, -40)","(-3, -40)","(4, -40)","(-4, -40)","(5, -40)","(-5, -40)","(6, -40)","(-6, -40)","(7, -40)","(-18, 12)","(-18, 13)","(-18, 14)","(-18, 15)","(-18, 16)","(-18, 17)","(-18, 18)","(-18, 19)","(-18, 20)","(-18, 21)","(-18, 22)","(-18, 23)","(-18, 24)","(-18, 25)","(-18, 26)","(-18, 27)","(-18, 28)","(34, 0)","(34, 1)","(34, -1)","(34, 2)","(34, -2)","(34, 3)","(34, -3)","(-18, 29)","(34, 4)","(34, -4)","(34, 5)","(34, -5)","(34, 6)","(34, -6)","(34, 7)","(34, -7)","(34, 8)","(34, -8)","(-18, 30)","(34, 9)","(34, -9)","(34, 10)","(34, -10)","(34, 11)","(34, -11)","(-18, 31)","(34, 12)","(34, -12)","(34, 13)","(34, -13)","(-18, 32)","(34, 14)","(34, -14)","(-81, 38)","(-131, 38)",1,1,200,10321
"(50, 0)","(-18, 13)","(-18, 14)","(-18, 15)","(-18, 16)","(-18, 17)","(-18, 18)","(-18, 19)","(-18, 20)","(-18, 21)","(-18, 22)","(-18, 23)","(-18, 24)","(-18, 25)","(-18, 26)","(-18, 27)","(-18, 28)","(-18, 29)","(-18, 30)","(33, 12)","(33, 13)","(-18, 31)","(33, 14)","(33, 15)","(33, 16)","(-18, 32)","(33, 17)","(-18, 33)","(33, 18)","(33, 19)","(-18, 34)","(33, 20)","(33, 21)","(-18, 35)","(33, 22)","(0, -40)","(1, -40)","(-1, -40)","(2, -40)","(-2, -40)","(3, -40)","(-3, -40)","(4, -40)","(-4, -40)","(33, 23)","(-18, 36)","(5, -40)","(-5, -40)","(6, -40)","(-6, -40)","(7, -40)","(-17, 12)","(-17, 13)","(-17, 14)","(-17, 15)","(-17, 16)","(-17, 17)","(-17, 18)","(-17, 19)","(-17, 20)","(-17, 21)","(-17, 22)","(-17, 23)","(-17, 24)","(-17, 25)","(-17, 26)","(-17, 27)","(-17, 28)","(-17, 29)","(-17, 30)","(35, 0)","(35, 1)","(35, -1)","(35, 2)","(35, -2)","(35, 3)","(35, -3)","(35, 4)","(35, -4)","(35, 5)","(35, -5)","(-17, 31)","(35, 6)","(35, -6)","(35, 7)","(35, -7)","(35, 8)","(35, -8)","(35, 9)","(35, -9)","(-17, 32)","(35, 10)","(35, -10)","(35, 11)","(35, -11)","(35, 12)","(35, -12)","(-17, 33)","(35, 13)","(35, -13)","(35, 14)","(-80, 38)","(-130, 38)",1,1,200,10357
"(50, 0)","(-17, 13)","(-17, 14)","(-17, 15)","(-17, 16)","(-17, 17)","(-17, 18)","(-17, 19)","(-17, 20)","(-17, 21)","(-17, 22)","(-17, 23)","(-17, 24)","(-17, 25)","(-17, 26)","(-17, 27)","(-17, 28)","(-17, 29)","(-17, 30)","(-17, 31)","(34, 12)","(-17, 32)","(34, 13)","(34, 14)","(-17, 33)","(34, 15)","(34, 16)","(-17, 34)","(34, 17)","(34, 18)","(-17, 35)","(34, 19)","(34, 20)","(-17, 36)","(34, 21)","(0, -40)","(1, -40)","(-1, -40)","(2, -40)","(-2, -40)","(3, -40)","(-3, -40)","(4, -40)","(-4, -40)","(5, -40)","(-5, -40)","(6, -40)","(-6, -40)","(34, 22)","(7, -40)","(-7, -40)","(-16, 12)","(-16, 13)","(-16, 14)","(-16, 15)","(-16, 16)","(-16, 17)","(-16, 18)","(-16, 19)","(-16, 20)","(-16, 21)","(-16, 22)","(-16, 23)","(-16, 24)","(-16, 25)","(-16, 26)","(-16, 27)","(-16, 28)","(-16, 29)","(-16, 30)","(-16, 31)","(-16, 32)","(36, 0)","(36, 1)","(36, -1)","(36, 2)","(36, -2)","(36, 3)","(36, -3)","(36, 4)","(36, -4)","(36, 5)","(36, -5)","(36, 6)","(36, -6)","(36, 7)","(36, -7)","(-16, 33)","(36, 8)","(36, -8)","(36, 9)","(36, -9)","(36, 10)","(36, -10)","(-16, 34)","(36, 11)","(36, -11)","(36, 12)","(36, -12)","(36, 13)","(36, -13)","(-79, 38)","(-129, 38)",1,1,200,10393
"(50, 0)","(-16, 13)","(-16, 14)","(-16, 15)","(-16, 16)","(-16, 17)","(-16, 18)","(-16, 19)","(-16, 20)","(-16, 21)","(-16, 22)","(-16, 23)","(-16, 24)","(-16, 25)","(-16, 26)","(-16, 27)","(-16, 28)","(-16, 29)","(-16, 30)","(-16, 31)","(-16, 32)","(-16, 33)","(35, 12)","(35, 13)","(-16, 34)","(35, 14)","(35, 15)","(-16, 35)","(35, 16)","(35, 17)","(35, 18)","(-16, 36)","(35, 19)","(0, -40)","(1, -40)","(-1, -40)","(2, -40)","(-2, -40)","(3, -40)","(-3, -40)","(4, -40)","(-4, -40)","(5, -40)","(-5, -40)","(-16, 37)","(35, 20)","(6, -40)","(-6, -40)","(7, -40)","(-7, -40)","(8, -40)","(-15, 12)","(-15, 13)","(-15, 14)","(-15, 15)","(-15, 16)","(-15, 17)","(-15, 18)","(-15, 19)","(-15, 20)","(-15, 21)","(-15, 22)","(-15, 23)","(-15, 24)","(-15, 25)","(-15, 26)","(-15, 27)","(-15, 28)","(-15, 29)","(-15, 30)","(-15, 31)","(-15, 32)","(-15, 33)","(37, 0)","(37, 1)","(37, -1)","(37, 2)","(37, -2)","(37, 3)","(37, -3)","(-15, 34)","(37, 4)","(37, -4)","(37, 5)","(37, -5)","(37, 6)","(37, -6)","(37, 7)","(37, -7)","(37, 8)","(37, -8)","(37, 9)","(37, -9)","(-15, 35)","(37, 10)","(37, -10)","(37, 11)","(37, -11)","(37, 12)","(37, -12)","(-15, 36)","(-78, 38)","(-128, 38)",1,1,200,10429
"(50, 0)","(-15, 13)","(-15, 14)","(-15, 15)","(-15, 16)","(-15, 17)","(-15, 18)","(-15, 19)","(-15, 20)","(-15, 21)","(-15, 22)","(-15, 23)","(-15, 24)","(-15, 25)","(-15, 26)","(-15, 27)","(-15, 28)","(-15, 29)","(-15, 30)","(-15, 31)","(-15, 32)","(-15, 33)","(-15, 34)","(36, 12)","(-15, 35)","(36, 13)","(36, 14)","(-15, 36)","(36, 15)","(36, 16)","(36, 17)","(-15, 37)","(0, -40)","(1, -40)","(-1, -40)","(2, -40)","(-2, -40)","(3, -40)","(-3, -40)","(4, -40)","(-4, -40)","(36, 18)","(5, -40)","(-5, -40)","(6, -40)","(-6, -40)","(7, -40)","(-7, -40)","(36, 19)","(8, -40)","(-8, -40)","(-14, 12)","(-14, 13)","(-14, 14)","(-14, 15)","(-14, 16)","(-14, 17)","(-14, 18)","(-14, 19)","(-14, 20)","(-14, 21)","(-14, 22)","(-14, 23)","(-14, 24)","(-14, 25)","(-14, 26)","(-14, 27)","(-14, 28)","(-14, 29)","(-14, 30)","(-14, 31)","(-14, 32)","(-14, 33)","(-14, 34)","(-14, 35)","(38, 0)","(38, 1)","(38, -1)","(38, 2)","(38, -2)","(38, 3)","(38, -3)","(38, 4)","(38, -4)","(38, 5)","(38, -5)","(38, 6)","(38, -6)","(-14, 36)","(38, 7)","(38, -7)","(38, 8)","(38, -8)","(38, 9)","(38, -9)","(38, 10)","(38, -10)","(38, 11)","(38, -11)","(-14, 37)","(38, 12)","(-77, 38)","(-127, 38)",1,1,200,10464
"(50, 0)","(-14, 13)","(-14, 14)","(-14, 15)","(-14, 16)","(-14, 17)","(-14, 18)","(-14, 19)","(-14, 20)","(-14, 21)","(-14, 22)","(-14, 23)","(-14, 24)","(-14, 25)","(-14, 26)","(-14, 27)","(-14, 28)","(-14, 29)","(-14, 30)","(-14, 31)","(-14, 32)","(-14, 33)","(-14, 34)","(-14, 35)","(-14, 36)","(37, 12)","(37, 13)","(-14, 37)","(37, 14)","(37, 15)","(0, -40)","(1, -40)","(-1, -40)","(2, -40)","(-2, -40)","(3, -40)","(-3, -40)","(4, -40)","(-4, -40)","(5, -40)","(-5, -40)","(37, 16)","(6, -40)","(-6, -40)","(-14, 38)","(7, -40)","(-7, -40)","(37, 17)","(8, -40)","(-8, -40)","(9, -40)","(-13, 12)","(-13, 13)","(-13, 14)","(-13, 15)","(-13, 16)","(-13, 17)","(-13, 18)","(-13, 19)","(-13, 20)","(-13, 21)","(-13, 22)","(-13, 23)","(-13, 24)","(-13, 25)","(-13, 26)","(-13, 27)","(-13, 28)","(-13, 29)","(-13, 30)","(-13, 31)","(-13, 32)","(-13, 33)","(-13, 34)","(-13, 35)","(-13, 36)","(39, 0)","(39, 1)","(39, -1)","(39, 2)","(39, -2)","(39, 3)","(39, -3)","(39, 4)","(39, -4)","(-13, 37)","(39, 5)","(39, -5)","(39, 6)","(39, -6)","(39, 7)","(39, -7)","(39, 8)","(39, -8)","(0, -40)","(1, -40)","(-1, -40)","(39, 9)","(39, -9)","(2, -40)","(-2, -40)","(-76, 38)","(-126, 38)",1,1,200,10500
"(50, 0)","(-13, 13)","(-13, 14)","(-13, 15)","(-13, 16)","(-13, 17)","(-13, 18)","(-13, 19)","(-13, 20)","(-13, 21)","(-13, 22)","(-13, 23)","(-13, 24)","(-13, 25)","(-13, 26)","(-13, 27)","(-13, 28)","(-13, 29)","(-13, 30)","(-13, 31)","(-13, 32)","(-13, 33)","(-13, 34)","(-13, 35)","(-13, 36)","(-13, 37)","(38, 12)","(0, -40)","(1, -40)","(-1, -40)","(2, -40)","(-2, -40)","(3, -40)","(-3, -40)","(-13, 38)","(38, 13)","(4, -40)","(-4, -40)","(5, -40)","(-5, -40)","(6, -40)","(-6, -40)","(38, 14)","(7, -40)","(-7, -40)","(8, -40)","(-8, -40)","(38, 15)","(9, -40)","(-9, -40)","(-13, 39)","(-12, 12)","(-12, 13)","(-12, 14)","(-12, 15)","(-12, 16)","(-12, 17)","(-12, 18)","(-12, 19)","(-12, 20)","(-12, 21)","(-12, 22)","(-12, 23)","(-12, 24)","(-12, 25)","(-12, 26)","(-12, 27)","(-12, 28)","(-12, 29)","(-12, 30)","(-12, 31)","(-12, 32)","(-12, 33)","(-12, 34)","(-12, 35)","(-12, 36)","(-12, 37)","(-12, 38)","(0, -40)","(40, 0)","(1, -40)","(-1, -40)","(40, 1)","(40, -1)","(2, -40)","(-2, -40)","(40, 2)","(40, -2)","(3, -40)","(-3, -40)","(40, 3)","(40, -3)","(4, -40)","(-4, -40)","(40, 4)","(40, -4)","(5, -40)","(-5, -40)","(40, 5)","(40, -5)","(6, -40)","(-75, 38)","(-125, 38)",1,1,200,10536
"(50, 0)","(-12, 13)","(-12, 14)","(-12, 15)","(-12, 16)","(-12, 17)","(-12, 18)","(-12, 19)","(-12, 20)","(-12, 21)","(-12, 22)","(-12, 23)","(-12, 24)","(-12, 25)","(-12, 26)","(-12, 27)","(-12, 28)","(-12, 29)","(-12, 30)","(-12, 31)","(-12, 32)","(-12, 33)","(-12, 34)","(-12, 35)","(-12, 36)","(-12, 37)","(-12, 38)","(0, -40)","(1, -40)","(-1, -40)","(2, -40)","(-2, -40)","(3, -40)","(-3, -40)","(4, -40)","(-4, -40)","(5, -40)","(-5, -40)","(6, -40)","(-6, -40)","(7, -40)","(-7, -40)","(8, -40)","(-8, -40)","(-12, 39)","(39, 12)","(9, -40)","(-9, -40)","(39, 13)","(10, -40)","(-10, -40)","(-11, 12)","(-11, 13)","(-11, 14)","(-11, 15)","(-11, 16)","(-11, 17)","(-11, 18)","(-11, 19)","(-11, 20)","(-11, 21)","(-11, 22)","(-11, 23)","(-11, 24)","(-11, 25)","(-11, 26)","(-11, 27)","(-11, 28)","(-11, 29)","(-11, 30)","(-11, 31)","(-11, 32)","(-11, 33)","(-11, 34)","(-11, 35)","(-11, 36)","(-11, 37)","(-11, 38)","(0, -40)","(1, -40)","(-1, -40)","(2, -40)","(-2, -40)","(3, -40)","(-3, -40)","(4, -40)","(-4, -40)","(5, -40)","(-5, -40)","(6, -40)","(-6, -40)","(-11, 39)","(7, -40)","(-7, -40)","(8, -40)","(-8, -40)","(9, -40)","(-9, -40)","(41, 0)","(41, 1)","(41, -1)","(-74, 38)","(-124, 38)",1,1,200,10571
"(50, 0)","(-11, 13)","(-11, 14)","(-11, 15)","(-11, 16)","(-11, 17)","(-11, 18)","(-11, 19)","(-11, 20)","(-11, 21)","(-11, 22)","(-11, 23)","(-11, 24)","(-11, 25)","(-11, 26)","(-11, 27)","(-11, 28)","(-11, 29)","(-11, 30)","(-11, 31)","(-11, 32)","(-11, 33)","(-11, 34)","(-11, 35)","(-11, 36)","(-11, 37)","(-11, 38)","(0, -40)","(1, -40)","(-1, -40)","(2, -40)","(-2, -40)","(3, -40)","(-3, -40)","(4, -40)","(-4, -40)","(5, -40)","(-5, -40)","(6, -40)","(-6, -40)","(-11, 39)","(7, -40)","(-7, -40)","(8, -40)","(-8, -40)","(9, -40)","(-9, -40)","(10, -40)","(-10, -40)","(11, -40)","(-11, 40)","(-10, 12)","(-10, 13)","(-10, 14)","(-10, 15)","(-10, 16)","(-10, 17)","(-10, 18)","(-10, 19)","(-10, 20)","(-10, 21)","(-10, 22)","(-10, 23)","(-10, 24)","(-10, 25)","(-10, 26)","(-10, 27)","(-10, 28)","(-10, 29)","(-10, 30)","(-10, 31)","(-10, 32)","(-10, 33)","(-10, 34)","(-10, 35)","(-10, 36)","(-10, 37)","(-10, 38)","(0, -40)","(1, -40)","(-1, -40)","(2, -40)","(-2, -40)","(3, -40)","(-3, -40)","(4, -40)","(-4, -40)","(-10, 39)","(5, -40)","(-5, -40)","(6, -40)","(-6, -40)","(7, -40)","(-7, -40)","(8, -40)","(-8, -40)","(9, -40)","(-9, -40)","(10, -40)","(-10, -40)","(-10, 40)","(-73, 38)","(-123, 38)",1,1,200,10607
"(50, 0)","(-10, 13)","(-10, 14)","(-10, 15)","(-10, 16)","(-10, 17)","(-10, 18)","(-10, 19)","(-10, 20)","(-10, 21)","(-10, 22)","(-10, 23)","(-10, 24)","(-10, 25)","(-10, 26)","(-10, 27)","(-10, 28)","(-10, 29)","(-10, 30)","(-10, 31)","(-10, 32)","(-10, 33)","(-10, 34)","(-10, 35)","(-10, 36)","(-10, 37)","(-10, 38)","(0, -40)","(1, -40)","(-1, -40)","(2, -40)","(-2, -40)","(3, -40)","(-3, -40)","(4, -40)","(-4, -40)","(-10, 39)","(5, -40)","(-5, -40)","(6, -40)","(-6, -40)","(7, -40)","(-7, -40)","(8, -40)","(-8, -40)","(9, -40)","(-9, -40)","(10, -40)","(-10, 40)","(11, -40)","(12, -40)","(-9, 12)","(-9, 13)","(-9, 14)","(-9, 15)","(-9, 16)","(-9, 17)","(-9, 18)","(-9, 19)","(-9, 20)","(-9, 21)","(-9, 22)","(-9, 23)","(-9, 24)","(-9, 25)","(-9, 26)","(-9, 27)","(-9, 28)","(-9, 29)","(-9, 30)","(-9, 31)","(-9, 32)","(-9, 33)","(-9, 34)","(-9, 35)","(-9, 36)","(-9, 37)","(-9, 38)","(0, -40)","(1, -40)","(-1, -40)","(-9, 39)","(2, -40)","(-2, -40)","(3, -40)","(-3, -40)","(4, -40)","(-4, -40)","(5, -40)","(-5, -40)","(6, -40)","(-6, -40)","(7, -40)","(-7, -40)","(8, -40)","(-8, -40)","(9, -40)","(-9, -40)","(-9, 40)","(10, -40)","(-10, -40)","(-72, 38)","(-122, 38)",1,1,200,10643
"(50, 0)","(-9, 13)","(-9, 14)","(-9, 15)","(-9, 16)","(-9, 17)","(-9, 18)","(-9, 19)","(-9, 20)","(-9, 21)","(-9, 22)","(-9, 23)","(-9, 24)","(-9, 25)","(-9, 26)","(-9, 27)","(-9, 28)","(-9, 29)","(-9, 30)","(-9, 31)","(-9, 32)","(-9, 33)","(-9, 34)","(-9, 35)","(-9, 36)","(-9, 37)","(-9, 38)","(0, -40)","(1, -40)","(-1, -40)","(-9, 39)","(2, -40)","(-2, -40)","(3, -40)","(-3, -40)","(4, -40)","(-4, -40)","(5, -40)","(-5, -40)","(6, -40)","(-6, -40)","(7, -40)","(-7, -40)","(8, -40)","(-8, -40)","(9, -40)","(-9, 40)","(10, -40)","(11, -40)","(12, -40)","(-8, -41)","(-8, 12)","(-8, 13)","(-8, 14)","(-8, 15)","(-8, 16)","(-8, 17)","(-8, 18)","(-8, 19)","(-8, 20)","(-8, 21)","(-8, 22)","(-8, 23)","(-8, 24)","(-8, 25)","(-8, 26)","(-8, 27)","(-8, 28)","(-8, 29)","(-8, 30)","(-8, 31)","(-8, 32)","(-8, 33)","(-8, 34)","(-8, 35)","(-8, 36)","(-8, 37)","(-8, 38)","(-8, 39)","(0, -40)","(1, -40)","(-1, -40)","(2, -40)","(-2, -40)","(3, -40)","(-3, -40)","(4, -40)","(-4, -40)","(5, -40)","(-5, -40)","(6, -40)","(-6, -40)","(7, -40)","(-7, -40)","(8, -40)","(-8, -40)","(-8, 40)","(9, -40)","(-9, -40)","(10, -40)","(-10, -40)","(-71, 38)","(-121, 38)",1,1,200,10679
"(50, 0)","(-8, 13)","(-8, 14)","(-8, 15)","(-8, 16)","(-8, 17)","(-8, 18)","(-8, 19)","(-8, 20)","(-8, 21)","(-8, 22)","(-8, 23)","(-8, 24)","(-8, 25)","(-8, 26)","(-8, 27)","(-8, 28)","(-8, 29)","(-8, 30)","(-8, 31)","(-8, 32)","(-8, 33)","(-8, 34)","(-8, 35)","(-8, 36)","(-8, 37)","(-8, 38)","(-8, 39)","(0, -40)","(1, -40)","(-1, -40)","(2, -40)","(-2, -40)","(3, -40)","(-3, -40)","(4, -40)","(-4, -40)","(5, -40)","(-5, -40)","(6, -40)","(-6, -40)","(7, -40)","(-7, -40)","(8, -40)","(-8, 40)","(9, -40)","(10, -40)","(11, -40)","(-7, -41)","(12, -40)","(-8, 41)","(-7, 12)","(-7, 13)","(-7, 14)","(-7, 15)","(-7, 16)","(-7, 17)","(-7, 18)","(-7, 19)","(-7, 20)","(-7, 21)","(-7, 22)","(-7, 23)","(-7, 24)","(-7, 25)","(-7, 26)","(-7, 27)","(-7, 28)","(-7, 29)","(-7, 30)","(-7, 31)","(-7, 32)","(-7, 33)","(-7, 34)","(-7, 35)","(-7, 36)","(-7, 37)","(-7, 38)","(-7, 39)","(0, -40)","(1, -40)","(-1, -40)","(2, -40)","(-2, -40)","(3, -40)","(-3, -40)","(4, -40)","(-4, -40)","(5, -40)","(-5, -40)","(6, -40)","(-6, -40)","(7, -40)","(-7, -40)","(-7, 40)","(8, -40)","(-8, -40)","(9, -40)","(-9, -40)","(10, -40)","(-10, -40)","(-70, 38)","(-120, 38)",1,1,200,10714
