P1_X,P1_Y,P1_Direction,P1_Crashed,P1_ReachedGoal,P1_Score,P2_X,P2_Y,P2_Direction,P2_Crashed,P2_ReachedGoal,P2_Score,Elapsed_time_miliseconds,Total_Score
44,196,4,0,0,100,46,196,1,0,0,100,571,200
44,196,4,0,0,100,48,196,1,0,0,100,762,200
46,196,1,0,0,100,48,196,4,0,0,100,1069,200
48,196,1,0,0,100,48,196,4,0,0,100,1103,200
50,196,1,0,0,100,48,196,4,0,0,100,1138,200
52,196,1,0,0,100,48,196,4,0,0,100,1172,200
54,196,1,0,0,100,48,196,4,0,0,100,1207,200
56,196,1,0,0,100,48,196,4,0,0,100,1241,200
58,196,1,0,0,100,48,196,4,0,0,100,1276,200
60,196,1,0,0,100,48,196,4,0,0,100,1310,200
62,196,1,0,0,100,48,196,4,0,0,100,1345,200
64,196,1,0,0,100,48,196,4,0,0,100,1379,200
66,196,1,0,0,100,48,196,4,0,0,100,1414,200
68,196,1,0,0,100,48,196,4,0,0,100,1448,200
70,196,1,0,0,100,48,196,4,0,0,100,1483,200
72,196,1,0,0,100,48,196,4,0,0,100,1517,200
74,196,1,0,0,100,48,196,4,0,0,100,1552,200
76,196,1,0,0,100,48,196,4,0,0,100,1586,200
78,196,1,0,0,100,48,196,4,0,0,100,1621,200
78,194,2,0,0,100,48,196,4,0,0,100,1655,200
78,192,2,0,0,100,48,196,4,0,0,100,1690,200
78,190,2,0,0,100,48,196,4,0,0,100,1724,200
78,188,2,0,0,100,48,196,4,0,0,100,1759,200
78,186,2,0,0,100,48,196,4,0,0,100,1793,200
78,184,2,0,0,100,48,196,4,0,0,100,1828,200
78,182,2,0,0,100,48,196,4,0,0,100,1862,200
78,180,2,0,0,100,46,196,0,0,0,100,1897,200
80,180,1,0,0,100,46,196,4,0,0,100,1931,200
82,180,1,0,0,100,46,196,4,0,0,100,1966,200
84,180,1,0,0,100,46,196,4,0,0,100,2000,200
86,180,1,0,0,100,46,196,4,0,0,100,2091,200
88,180,1,0,0,100,44,196,0,0,0,100,2182,200
90,180,1,0,0,100,44,196,4,0,0,100,2272,200
92,180,1,0,0,100,44,196,4,0,0,100,2363,200
94,180,1,0,0,100,46,196,1,0,0,100,2454,200
96,180,1,0,0,100,48,196,1,0,0,100,2545,200
98,180,1,0,0,100,50,196,1,0,0,100,2636,200
100,180,1,0,0,100,52,196,1,0,0,100,2727,200
102,180,1,0,0,100,54,196,1,0,0,100,2817,200
104,180,1,0,0,100,56,196,1,0,0,100,2908,200
106,180,1,0,0,100,58,196,1,0,0,100,2999,200
106,182,1,0,0,100,58,196,2,1,0,-99900,4999,-99800
