P1_X,P1_Y,P1_Direction,P1_Crashed,P1_ReachedGoal,P1_Score,P2_X,P2_Y,P2_Direction,P2_Crashed,P2_ReachedGoal,P2_Score,Timestamp,Elapsed_time_miliseconds,Total_Score,goal_x,goal_y,obs_0_x,obs_0_y,obs_0_width,obs_0_height,obs_1_x,obs_1_y,obs_1_width,obs_1_height,obs_2_x,obs_2_y,obs_2_width,obs_2_height,obs_3_x,obs_3_y,obs_3_width,obs_3_height,obs_4_x,obs_4_y,obs_4_width,obs_4_height,obs_5_x,obs_5_y,obs_5_width,obs_5_height
47,200,3,0,0,100,45,168,4,0,0,100,14:28:35,1966,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
47,202,3,0,0,100,45,170,2,0,0,100,14:28:36,2000,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
47,204,3,0,0,100,45,170,4,0,0,100,14:28:36,2036,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
47,206,3,0,0,100,43,170,0,0,0,100,14:28:36,2071,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
47,208,3,0,0,100,43,170,4,0,0,100,14:28:36,2107,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
47,210,3,0,0,100,43,170,4,0,0,100,14:28:36,2143,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
47,212,3,0,0,100,43,172,2,0,0,100,14:28:36,2179,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
47,214,3,0,0,100,43,172,4,0,0,100,14:28:36,2214,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
47,216,3,0,0,100,43,172,4,0,0,100,14:28:36,2250,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
47,218,3,0,0,100,45,172,1,0,0,100,14:28:36,2286,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
47,220,3,0,0,100,45,172,4,0,0,100,14:28:36,2321,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
47,222,3,0,0,100,45,172,4,0,0,100,14:28:36,2357,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
47,224,3,0,0,100,45,174,2,0,0,100,14:28:36,2393,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
49,224,3,0,0,100,47,174,1,0,0,100,14:28:36,2429,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
49,226,3,0,0,100,47,176,2,0,0,100,14:28:36,2464,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
49,228,3,0,0,100,47,178,2,0,0,100,14:28:36,2500,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
49,230,3,0,0,100,47,180,2,0,0,100,14:28:36,2536,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
49,232,3,0,0,100,47,182,2,0,0,100,14:28:36,2571,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
49,234,3,0,0,100,47,184,2,0,0,100,14:28:36,2607,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
49,236,3,0,0,100,47,186,2,0,0,100,14:28:36,2643,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
47,236,3,0,0,100,45,186,0,0,0,100,14:28:36,2679,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
49,236,3,0,0,100,47,186,1,0,0,100,14:28:36,2714,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
49,238,3,0,0,100,47,188,2,0,0,100,14:28:36,2750,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
49,240,3,0,0,100,47,190,2,0,0,100,14:28:36,2786,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
49,242,3,0,0,100,47,192,2,0,0,100,14:28:36,2821,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
49,244,3,0,0,100,47,194,2,0,0,100,14:28:36,2857,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
49,246,3,0,0,100,47,196,2,0,0,100,14:28:36,2893,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
49,248,3,0,0,100,47,198,2,0,0,100,14:28:36,2929,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
49,246,3,0,0,100,47,196,3,0,0,100,14:28:36,2964,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
49,248,3,0,0,100,47,198,2,0,0,100,14:28:37,3000,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
49,250,3,0,0,100,47,200,2,0,0,100,14:28:37,3036,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
49,252,3,0,0,100,47,202,2,0,0,100,14:28:37,3071,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
49,254,3,0,0,100,47,204,2,0,0,100,14:28:37,3107,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
49,256,3,0,0,100,47,206,2,0,0,100,14:28:37,3143,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
49,258,3,0,0,100,47,208,2,0,0,100,14:28:37,3179,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
49,260,3,0,0,100,47,210,2,0,0,100,14:28:37,3214,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
49,262,3,0,0,100,47,212,2,0,0,100,14:28:37,3250,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
51,262,3,0,0,100,49,212,1,0,0,100,14:28:37,3286,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
51,264,3,0,0,100,49,214,2,0,0,100,14:28:37,3321,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
51,266,3,0,0,100,49,216,2,0,0,100,14:28:37,3357,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
51,268,3,0,0,100,49,218,2,0,0,100,14:28:37,3393,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
51,270,3,0,0,100,49,220,2,0,0,100,14:28:37,3429,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
51,272,3,0,0,100,49,222,2,0,0,100,14:28:37,3464,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
51,274,3,0,0,100,49,224,2,0,0,100,14:28:37,3500,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
51,276,3,0,0,100,49,226,2,0,0,100,14:28:37,3536,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
51,278,3,0,0,100,49,228,2,0,0,100,14:28:37,3571,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
51,280,3,0,0,100,49,230,2,0,0,100,14:28:37,3607,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
51,282,3,0,0,100,49,232,2,0,0,100,14:28:37,3643,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
51,284,3,0,0,100,49,234,2,0,0,100,14:28:37,3679,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
51,286,3,0,0,100,49,236,2,0,0,100,14:28:37,3714,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
51,288,3,0,0,100,49,238,2,0,0,100,14:28:37,3750,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
51,290,3,0,0,100,49,240,2,0,0,100,14:28:37,3786,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
51,290,3,0,0,100,49,240,4,0,0,100,14:28:37,3821,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
51,292,3,0,0,100,49,242,2,0,0,100,14:28:37,3857,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
51,294,3,0,0,100,49,244,2,0,0,100,14:28:37,3893,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
51,296,3,0,0,100,49,246,2,0,0,100,14:28:37,3929,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
51,298,3,0,0,100,49,248,2,0,0,100,14:28:37,3964,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
51,300,3,0,0,100,49,250,2,0,0,100,14:28:38,4000,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
51,302,3,0,0,100,49,252,2,0,0,100,14:28:38,4034,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
51,304,3,0,0,100,49,254,2,0,0,100,14:28:38,4069,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
49,304,3,0,0,100,47,254,0,0,0,100,14:28:38,4103,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
49,306,3,0,0,100,47,256,2,0,0,100,14:28:38,4138,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
47,306,3,0,0,100,45,256,0,0,0,100,14:28:38,4172,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
47,308,3,0,0,100,45,258,2,0,0,100,14:28:38,4207,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
47,310,3,0,0,100,45,260,2,0,0,100,14:28:38,4241,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
47,312,3,0,0,100,45,262,2,0,0,100,14:28:38,4276,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
47,314,3,0,0,100,45,264,2,0,0,100,14:28:38,4310,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
47,316,3,0,0,100,45,266,2,0,0,100,14:28:38,4345,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
47,318,3,0,0,100,45,268,2,0,0,100,14:28:38,4379,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
49,318,1,0,0,100,45,270,2,0,0,100,14:28:38,4414,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
51,318,1,0,0,100,45,270,4,0,0,100,14:28:38,4448,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
53,318,1,0,0,100,45,270,4,0,0,100,14:28:38,4483,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
53,316,2,0,0,100,45,270,4,0,0,100,14:28:38,4586,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
53,314,2,0,0,100,45,270,4,0,0,100,14:28:38,4621,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
53,312,2,0,0,100,45,268,3,0,0,100,14:28:38,4655,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
53,310,2,0,0,100,45,268,4,0,0,100,14:28:38,4690,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
53,308,2,0,0,100,45,268,4,0,0,100,14:28:38,4724,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
53,306,2,0,0,100,45,266,3,0,0,100,14:28:38,4759,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
53,304,2,0,0,100,45,266,4,0,0,100,14:28:38,4793,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
53,302,2,0,0,100,45,266,4,0,0,100,14:28:38,4828,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
53,300,2,0,0,100,45,266,4,0,0,100,14:28:38,4862,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
53,298,2,0,0,100,45,266,4,0,0,100,14:28:38,4897,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
53,296,2,0,0,100,45,266,4,0,0,100,14:28:38,4931,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
53,294,2,0,0,100,45,266,4,0,0,100,14:28:38,4966,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
53,292,2,0,0,100,45,266,4,0,0,100,14:28:39,5000,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
53,290,2,0,0,100,45,264,3,0,0,100,14:28:39,5036,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
55,290,1,0,0,100,45,264,4,0,0,100,14:28:39,5071,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
57,290,1,0,0,100,45,264,4,0,0,100,14:28:39,5107,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
59,290,1,0,0,100,45,264,4,0,0,100,14:28:39,5143,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
61,290,1,0,0,100,45,264,4,0,0,100,14:28:39,5179,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
63,290,1,0,0,100,45,264,4,0,0,100,14:28:39,5214,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
65,290,1,0,0,100,45,264,4,0,0,100,14:28:39,5250,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
67,290,1,0,0,100,47,264,1,0,0,100,14:28:39,5286,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
69,290,1,0,0,100,47,264,4,0,0,100,14:28:39,5321,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
71,290,1,0,0,100,47,264,4,0,0,100,14:28:39,5357,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
73,290,1,0,0,100,47,264,4,0,0,100,14:28:39,5393,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
75,290,1,0,0,100,49,264,1,0,0,100,14:28:39,5429,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
77,290,1,0,0,100,49,264,4,0,0,100,14:28:39,5464,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
79,290,1,0,0,100,51,264,1,0,0,100,14:28:39,5500,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
81,290,1,0,0,100,51,264,4,0,0,100,14:28:39,5536,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
83,290,1,0,0,100,51,264,4,0,0,100,14:28:39,5571,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
85,290,1,0,0,100,51,264,4,0,0,100,14:28:39,5607,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
87,290,1,0,0,100,51,264,4,0,0,100,14:28:39,5643,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
89,290,1,0,0,100,51,264,4,0,0,100,14:28:39,5679,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
91,290,1,0,0,100,51,264,4,0,0,100,14:28:39,5714,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
93,290,1,0,0,100,51,264,4,0,0,100,14:28:39,5750,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
95,290,1,0,0,100,51,264,4,0,0,100,14:28:39,5786,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
97,290,1,0,0,100,53,264,1,0,0,100,14:28:39,5821,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
99,290,1,0,0,100,55,264,1,0,0,100,14:28:39,5857,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
101,290,1,0,0,100,57,264,1,0,0,100,14:28:39,5893,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
103,290,1,0,0,100,59,264,1,0,0,100,14:28:39,5929,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
105,290,1,0,0,100,61,264,1,0,0,100,14:28:39,5964,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
107,290,1,0,0,100,63,264,1,0,0,100,14:28:40,6000,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
109,290,1,0,0,100,65,264,1,0,0,100,14:28:40,6034,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
111,290,1,0,0,100,67,264,1,0,0,100,14:28:40,6069,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
113,290,1,0,0,100,69,264,1,0,0,100,14:28:40,6103,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
113,288,1,0,0,100,69,262,3,0,0,100,14:28:40,6138,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
115,288,1,0,0,100,71,262,1,0,0,100,14:28:40,6172,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
117,288,1,0,0,100,73,262,1,0,0,100,14:28:40,6207,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
119,288,1,0,0,100,75,262,1,0,0,100,14:28:40,6241,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
121,288,1,0,0,100,77,262,1,0,0,100,14:28:40,6276,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
123,288,1,0,0,100,79,262,1,0,0,100,14:28:40,6310,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
125,288,1,0,0,100,81,262,1,0,0,100,14:28:40,6345,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
127,288,1,0,0,100,83,262,1,0,0,100,14:28:40,6379,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
129,288,1,0,0,100,85,262,1,0,0,100,14:28:40,6414,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
131,288,1,0,0,100,87,262,1,0,0,100,14:28:40,6448,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
133,288,1,0,0,100,89,262,1,0,0,100,14:28:40,6483,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
135,288,1,0,0,100,91,262,1,0,0,100,14:28:40,6517,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
137,288,1,0,0,100,93,262,1,0,0,100,14:28:40,6552,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
139,288,1,0,0,100,95,262,1,0,0,100,14:28:40,6586,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
141,288,1,0,0,100,97,262,1,0,0,100,14:28:40,6621,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
143,288,1,0,0,100,99,262,1,0,0,100,14:28:40,6655,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
145,288,1,0,0,100,101,262,1,0,0,100,14:28:40,6690,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
147,288,1,0,0,100,103,262,1,0,0,100,14:28:40,6724,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
149,288,1,0,0,100,105,262,1,0,0,100,14:28:40,6759,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
151,288,1,0,0,100,107,262,1,0,0,100,14:28:40,6793,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
153,288,1,0,0,100,109,262,1,0,0,100,14:28:40,6828,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
153,288,4,0,0,100,111,262,1,0,0,100,14:28:40,6862,200,124,268,49,10,77,72,232,100,68,91,187,64,32,77,194,240,79,53,177,251,55,45,80,106,100,74
