P1_X,P1_Y,P1_Direction,P1_Crashed,P1_ReachedGoal,P1_Score,P2_X,P2_Y,P2_Direction,P2_Crashed,P2_ReachedGoal,P2_Score,Timestamp,Elapsed_time_miliseconds,Total_Score,goal_x,goal_y,obs_0_x,obs_0_y,obs_0_width,obs_0_height,obs_1_x,obs_1_y,obs_1_width,obs_1_height,obs_2_x,obs_2_y,obs_2_width,obs_2_height,obs_3_x,obs_3_y,obs_3_width,obs_3_height,obs_4_x,obs_4_y,obs_4_width,obs_4_height,obs_5_x,obs_5_y,obs_5_width,obs_5_height,obs_6_x,obs_6_y,obs_6_width,obs_6_height,obs_7_x,obs_7_y,obs_7_width,obs_7_height,obs_8_x,obs_8_y,obs_8_width,obs_8_height,obs_9_x,obs_9_y,obs_9_width,obs_9_height,obs_10_x,obs_10_y,obs_10_width,obs_10_height,obs_11_x,obs_11_y,obs_11_width,obs_11_height,obs_12_x,obs_12_y,obs_12_width,obs_12_height,obs_13_x,obs_13_y,obs_13_width,obs_13_height,obs_14_x,obs_14_y,obs_14_width,obs_14_height,obs_15_x,obs_15_y,obs_15_width,obs_15_height,obs_16_x,obs_16_y,obs_16_width,obs_16_height,obs_17_x,obs_17_y,obs_17_width,obs_17_height,obs_18_x,obs_18_y,obs_18_width,obs_18_height,obs_19_x,obs_19_y,obs_19_width,obs_19_height,obs_20_x,obs_20_y,obs_20_width,obs_20_height,obs_21_x,obs_21_y,obs_21_width,obs_21_height,obs_22_x,obs_22_y,obs_22_width,obs_22_height,obs_23_x,obs_23_y,obs_23_width,obs_23_height,obs_24_x,obs_24_y,obs_24_width,obs_24_height,obs_25_x,obs_25_y,obs_25_width,obs_25_height,obs_26_x,obs_26_y,obs_26_width,obs_26_height,obs_27_x,obs_27_y,obs_27_width,obs_27_height,obs_28_x,obs_28_y,obs_28_width,obs_28_height,obs_29_x,obs_29_y,obs_29_width,obs_29_height
153,338,2,0,0,100,153,354,4,0,0,100,16:07:29,7379,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
153,337,2,0,0,100,153,354,4,0,0,100,16:07:29,7414,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
153,336,2,0,0,100,153,354,4,0,0,100,16:07:29,7448,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
153,335,2,0,0,100,153,354,4,0,0,100,16:07:29,7483,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
153,334,2,0,0,100,153,354,4,0,0,100,16:07:29,7517,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
153,333,2,0,0,100,153,354,4,0,0,100,16:07:29,7552,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
153,332,2,0,0,100,153,354,4,0,0,100,16:07:29,7586,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
153,331,2,0,0,100,153,354,4,0,0,100,16:07:29,7621,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
153,330,2,0,0,100,153,354,4,0,0,100,16:07:29,7655,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
153,329,2,0,0,100,153,354,4,0,0,100,16:07:29,7690,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
153,328,2,0,0,100,153,354,4,0,0,100,16:07:29,7724,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
153,327,2,0,0,100,153,354,4,0,0,100,16:07:29,7759,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
153,326,2,0,0,100,153,354,4,0,0,100,16:07:29,7793,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
153,325,2,0,0,100,153,354,4,0,0,100,16:07:29,7828,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
153,324,2,0,0,100,153,354,4,0,0,100,16:07:29,7862,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
153,323,2,0,0,100,153,354,4,0,0,100,16:07:29,7897,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
153,322,2,0,0,100,153,354,4,0,0,100,16:07:29,7931,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
153,321,2,0,0,100,153,354,4,0,0,100,16:07:29,7966,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
153,320,2,0,0,100,153,354,4,0,0,100,16:07:30,8000,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
153,319,2,0,0,100,153,354,4,0,0,100,16:07:30,8037,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
153,318,2,0,0,100,153,354,4,0,0,100,16:07:30,8074,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
153,317,2,0,0,100,153,354,4,0,0,100,16:07:30,8111,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
153,316,2,0,0,100,153,354,4,0,0,100,16:07:30,8148,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
153,315,2,0,0,100,153,354,4,0,0,100,16:07:30,8185,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
153,314,2,0,0,100,153,354,4,0,0,100,16:07:30,8222,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
153,313,2,0,0,100,153,354,4,0,0,100,16:07:30,8259,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
153,312,2,0,0,100,153,354,4,0,0,100,16:07:30,8296,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
153,311,2,0,0,100,153,354,4,0,0,100,16:07:30,8333,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
