P1_X,P1_Y,P1_Direction,P1_Crashed,P1_ReachedGoal,P1_Score,P2_X,P2_Y,P2_Direction,P2_Crashed,P2_ReachedGoal,P2_Score,Timestamp,Elapsed_time_miliseconds,Total_Score,goal_x,goal_y,obs_0_x,obs_0_y,obs_0_width,obs_0_height,obs_1_x,obs_1_y,obs_1_width,obs_1_height,obs_2_x,obs_2_y,obs_2_width,obs_2_height,obs_3_x,obs_3_y,obs_3_width,obs_3_height,obs_4_x,obs_4_y,obs_4_width,obs_4_height,obs_5_x,obs_5_y,obs_5_width,obs_5_height,obs_6_x,obs_6_y,obs_6_width,obs_6_height,obs_7_x,obs_7_y,obs_7_width,obs_7_height,obs_8_x,obs_8_y,obs_8_width,obs_8_height,obs_9_x,obs_9_y,obs_9_width,obs_9_height,obs_10_x,obs_10_y,obs_10_width,obs_10_height,obs_11_x,obs_11_y,obs_11_width,obs_11_height,obs_12_x,obs_12_y,obs_12_width,obs_12_height,obs_13_x,obs_13_y,obs_13_width,obs_13_height,obs_14_x,obs_14_y,obs_14_width,obs_14_height,obs_15_x,obs_15_y,obs_15_width,obs_15_height,obs_16_x,obs_16_y,obs_16_width,obs_16_height,obs_17_x,obs_17_y,obs_17_width,obs_17_height,obs_18_x,obs_18_y,obs_18_width,obs_18_height,obs_19_x,obs_19_y,obs_19_width,obs_19_height,obs_20_x,obs_20_y,obs_20_width,obs_20_height,obs_21_x,obs_21_y,obs_21_width,obs_21_height,obs_22_x,obs_22_y,obs_22_width,obs_22_height,obs_23_x,obs_23_y,obs_23_width,obs_23_height,obs_24_x,obs_24_y,obs_24_width,obs_24_height,obs_25_x,obs_25_y,obs_25_width,obs_25_height,obs_26_x,obs_26_y,obs_26_width,obs_26_height,obs_27_x,obs_27_y,obs_27_width,obs_27_height,obs_28_x,obs_28_y,obs_28_width,obs_28_height,obs_29_x,obs_29_y,obs_29_width,obs_29_height
585,571,2,0,0,100,585,582,4,0,0,100,16:22:57,13500,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
585,570,2,0,0,100,585,582,4,0,0,100,16:22:57,13536,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
585,569,2,0,0,100,585,583,3,0,0,100,16:22:57,13571,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
585,568,2,0,0,100,585,584,3,0,0,100,16:22:57,13607,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
585,567,2,0,0,100,585,585,3,0,0,100,16:22:57,13643,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
585,566,2,0,0,100,585,586,3,0,0,100,16:22:57,13679,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
585,565,2,0,0,100,585,587,3,0,0,100,16:22:57,13714,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
585,564,2,0,0,100,585,588,3,0,0,100,16:22:57,13750,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
585,563,2,0,0,100,585,589,3,0,0,100,16:22:57,13786,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
585,562,2,0,0,100,585,590,3,0,0,100,16:22:57,13821,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
585,561,2,0,0,100,585,591,3,0,0,100,16:22:57,13857,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
585,560,2,0,0,100,585,592,3,0,0,100,16:22:57,13893,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
585,559,2,0,0,100,585,593,3,0,0,100,16:22:57,13929,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
585,558,2,0,0,100,585,594,3,0,0,100,16:22:57,13964,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
585,557,2,0,0,100,585,595,3,0,0,100,16:22:58,14000,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
585,556,2,0,0,100,585,596,3,0,0,100,16:22:58,14037,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
585,555,2,0,0,100,585,597,3,0,0,100,16:22:58,14074,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
585,554,2,0,0,100,585,598,3,0,0,100,16:22:58,14111,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
585,553,2,0,0,100,585,599,3,0,0,100,16:22:58,14148,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
585,552,2,0,0,100,585,600,3,0,0,100,16:22:58,14185,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
585,551,2,0,0,100,585,601,3,0,0,100,16:22:58,14222,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
585,552,2,0,0,100,585,602,3,0,0,100,16:22:58,14259,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
585,553,2,0,0,100,585,603,3,0,0,100,16:22:58,14296,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
585,554,2,0,0,100,585,604,3,0,0,100,16:22:58,14333,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
585,555,2,0,0,100,585,605,3,0,0,100,16:22:58,14370,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
585,556,2,0,0,100,585,606,3,0,0,100,16:22:58,14407,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
585,557,2,0,0,100,585,607,3,0,0,100,16:22:58,14444,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
585,558,2,0,0,100,585,608,3,0,0,100,16:22:58,14481,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
585,559,2,0,0,100,585,609,3,0,0,100,16:22:58,14519,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
585,560,2,0,0,100,585,610,3,0,0,100,16:22:58,14556,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
585,561,2,0,0,100,585,611,3,0,0,100,16:22:58,14593,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
585,562,2,0,0,100,585,612,3,0,0,100,16:22:58,14630,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
585,563,2,0,0,100,585,613,3,0,0,100,16:22:58,14667,200,544,552,351,170,92,33,305,77,94,96,633,175,69,59,585,124,49,81,586,28,45,99,465,128,78,36,475,293,96,72,396,36,42,84,331,183,54,39,362,94,83,98,500,359,53,90,210,403,95,31,641,65,97,98,258,204,63,76,134,462,32,47,610,281,68,61,676,112,61,72,393,279,75,59,562,15,47,73,200,433,87,48,239,46,91,44,340,302,61,64,661,293,35,78,15,471,97,53,344,379,35,77,551,68,35,67,647,490,35,51,227,380,92,34,479,523,43,42,674,464,90,93
